,user_id,lgb
1463,1796,"[1011427, 12171407, 1116020, 1003487, 996009]"
1464,1797,"[1031087, 867016, 1076954, 996009, 1112825]"
1465,1799,"[1038745, 834103, 835796, 848071, 1026118]"
1466,1800,"[1102829, 906658, 866828, 9858936, 878445]"
1467,1801,"[1116635, 854900, 1013928, 9420312, 1104349]"
1468,1802,"[884089, 6533394, 1101653, 9707010, 1117358]"
1469,1803,"[1033814, 939860, 6979579, 1138292, 6904613]"
1470,1804,"[937626, 946788, 7025114, 951164, 13381458]"
1471,1805,"[948670, 1110572, 1006483, 852856, 1075368]"
1472,1806,"[1076875, 839094, 1060193, 857697, 862732]"
1473,1807,"[1073150, 7025114, 5572828, 956274, 985055]"
1474,1808,"[1037840, 945909, 8203451, 991442, 1139023]"
1475,1809,"[969980, 6464074, 940806, 6533681, 12330794]"
1476,1810,"[932631, 1098284, 1082172, 1076842, 860248]"
1477,1811,"[901976, 969866, 882190, 995628, 858373]"
1478,1812,"[824073, 5591490, 923208, 1075282, 1110483]"
1479,1814,"[43020, 973181, 825176, 868430, 865511]"
1480,1815,"[926796, 1047076, 938118, 12171407, 6463907]"
1481,1816,"[839094, 9707137, 989157, 1131506, 937737]"
1482,1817,"[1041390, 1036106, 874563, 1005274, 1004390]"
1483,1818,"[901976, 7410201, 5590965, 906917, 7410361]"
1484,1819,"[936914, 1072438, 1133210, 1010051, 1020156]"
1485,1820,"[880427, 8090546, 1037332, 908283, 854261]"
1486,1821,"[1114605, 12524439, 947316, 1029272, 841606]"
1487,1823,"[848154, 1011578, 1029983, 1006264, 909472]"
1488,1824,"[955403, 844759, 1068124, 851101, 1110111]"
1489,1826,"[877175, 9884698, 929018, 826860, 975649]"
1490,1827,"[938139, 1076875, 928263, 918771, 10284972]"
1491,1829,"[1135044, 1070076, 8203851, 1076954, 914753]"
1492,1831,"[851865, 861499, 13189861, 1131382, 7410304]"
1493,1832,"[970725, 8293703, 1061747, 998424, 1126045]"
1494,1833,"[1010870, 825670, 1112825, 933822, 1089066]"
1495,1834,"[1021116, 1134810, 1006483, 8249063, 1054402]"
1496,1835,"[7025106, 1054539, 839094, 1026258, 988206]"
1497,1837,"[830973, 1043338, 859987, 870428, 8019681]"
1498,1839,"[1101932, 912840, 1070727, 1136654, 884145]"
1499,1841,"[1062572, 1106894, 910964, 866828, 1135822]"
1501,1843,"[849202, 957951, 1058629, 934697, 896974]"
1502,1845,"[9881593, 1044873, 1092588, 934852, 823775]"
1503,1846,"[839208, 6919082, 7160231, 12524067, 1114006]"
1504,1847,"[1024875, 825118, 8019649, 1073426, 991761]"
1505,1848,"[894439, 13842088, 892573, 1077133, 902846]"
1506,1849,"[5591894, 5592232, 965565, 1125219, 1075007]"
1507,1850,"[1012052, 852235, 1023196, 868888, 5576075]"
1509,1852,"[980246, 1057260, 938554, 909800, 1087986]"
1510,1854,"[862822, 5565086, 1072693, 7410248, 1024816]"
1511,1856,"[922907, 978077, 873964, 1104475, 10345155]"
1512,1857,"[7167847, 871722, 1070639, 8181495, 8119318]"
1513,1858,"[870515, 1112667, 1027372, 12782182, 1065061]"
1514,1859,"[1082990, 962615, 1069312, 908312, 10344971]"
1515,1861,"[987571, 846482, 1008714, 13775274, 1108131]"
1516,1862,"[874149, 1045826, 1056212, 1119946, 1125497]"
1517,1864,"[1057260, 983936, 1065979, 1080429, 9526906]"
1518,1865,"[1098435, 1066923, 1071757, 1061982, 1130729]"
1519,1866,"[928092, 1095944, 998373, 970160, 1122568]"
1520,1867,"[1076306, 859237, 1023226, 861184, 820895]"
1522,1869,"[5580166, 837579, 864312, 926796, 1047076]"
1523,1870,"[1070820, 862349, 1133018, 1126899, 995242]"
1524,1871,"[1055425, 1026118, 944836, 906017, 854754]"
1525,1872,"[1134473, 1076842, 1108094, 994223, 1102416]"
1526,1873,"[9446069, 834396, 1037840, 1031316, 1135681]"
1527,1874,"[1121393, 13842088, 832678, 896085, 973889]"
1528,1875,"[858918, 979707, 969866, 1008074, 1101010]"
1529,1877,"[13008065, 964133, 10122018, 922281, 1134292]"
1530,1879,"[885290, 854646, 997987, 847962, 910439]"
1531,1880,"[1061220, 930385, 862799, 1088191, 1135868]"
1532,1881,"[852360, 1120213, 12524174, 1057011, 10285335]"
1533,1883,"[921345, 1029513, 1013868, 1116635, 7433029]"
1534,1884,"[1092118, 1093413, 1009567, 895039, 1006252]"
1535,1885,"[844179, 893501, 1044078, 916122, 981760]"
1537,1887,"[908531, 1067820, 1009449, 1058997, 1004001]"
1539,1890,"[8013899, 1061982, 1003616, 1046957, 6039759]"
1540,1891,"[838637, 930918, 1055425, 5567148, 916487]"
1541,1892,"[1093413, 881154, 6979089, 1094744, 1079395]"
1542,1893,"[1075368, 918684, 844165, 844179, 1004906]"
1543,1894,"[992622, 1019637, 864893, 1118946, 1098284]"
1544,1895,"[1129049, 1051323, 1008032, 895743, 898510]"
1545,1896,"[954642, 1137505, 1086061, 828278, 13381458]"
1546,1899,"[1069003, 1012315, 5568758, 997011, 15972298]"
1547,1900,"[898847, 1037332, 9858936, 1116376, 920002]"
1548,1901,"[852690, 1013928, 13008065, 8203851, 871633]"
1549,1902,"[1097661, 1110126, 881154, 978343, 9419525]"
1550,1904,"[1058997, 957951, 896862, 1044068, 921504]"
1551,1905,"[854754, 900703, 932179, 1025650, 928092]"
1552,1906,"[871633, 1114653, 6979415, 882489, 1050082]"
1553,1907,"[1125601, 1057260, 7025106, 845975, 970725]"
1554,1909,"[928049, 1139142, 1076306, 866025, 859154]"
1555,1911,"[868430, 889649, 1021519, 1031492, 867215]"
1556,1912,"[911470, 9483753, 15511396, 13008469, 865026]"
1557,1914,"[894439, 1077133, 892573, 1003257, 13842214]"
1558,1916,"[885290, 1064443, 827683, 1133210, 961620]"
1559,1917,"[975085, 1010190, 942565, 1058021, 1010164]"
1560,1918,"[6463710, 6463826, 992730, 874877, 9655078]"
1561,1919,"[853927, 917772, 873964, 908314, 871514]"
1562,1920,"[1019643, 833724, 6704207, 1118306, 899682]"
1563,1921,"[7442056, 954642, 1042571, 971507, 899470]"
1564,1922,"[1040511, 10456474, 9553048, 920002, 6391173]"
1565,1923,"[1134473, 856435, 9420064, 12172170, 1087081]"
1566,1924,"[1132956, 965772, 882013, 1067695, 941183]"
1567,1925,"[989830, 1121193, 12262832, 9836353, 1111116]"
1568,1926,"[1016210, 1131169, 951094, 1000205, 829621]"
1569,1927,"[842423, 12731621, 902377, 847529, 993639]"
1570,1928,"[1010190, 843744, 908504, 1019078, 828557]"
1571,1929,"[943393, 1021116, 1105816, 6463583, 896085]"
1572,1930,"[1062117, 931579, 917427, 819112, 9553382]"
1573,1931,"[1048727, 843464, 978077, 1019142, 6533608]"
1575,1933,"[7167967, 970160, 963517, 1053877, 892376]"
1576,1935,"[1048257, 998519, 862335, 1104056, 1068750]"
1577,1936,"[1098066, 5571541, 834103, 7160231, 1135868]"
1578,1937,"[833724, 983936, 836085, 1054814, 1093603]"
1579,1938,"[8293439, 5995101, 842249, 951094, 843744]"
1580,1939,"[896085, 879876, 926905, 1042571, 1031083]"
1581,1940,"[1027372, 950118, 6772782, 6904786, 1088448]"
1582,1941,"[1089766, 947798, 12385844, 1037840, 934427]"
1583,1942,"[882308, 6391381, 894439, 1090286, 970160]"
1584,1943,"[7147142, 7152455, 8205218, 1065122, 1097239]"
1585,1944,"[994223, 880427, 9925966, 847207, 1121384]"
1586,1945,"[1011920, 865907, 889774, 12525270, 889533]"
1587,1946,"[10344585, 838347, 1128464, 10341697, 1037332]"
1588,1947,"[1097635, 919423, 1028938, 7462562, 952408]"
1589,1948,"[6602590, 1055015, 891516, 15511396, 1065593]"
1590,1949,"[1038038, 1048833, 908843, 13909964, 1004857]"
1591,1950,"[1126895, 921504, 13213342, 1079987, 7024927]"
1592,1951,"[947211, 8273833, 1113141, 9483753, 12130522]"
1593,1952,"[995502, 916122, 9487385, 929726, 1031864]"
1594,1953,"[954642, 13504479, 970160, 10455984, 1077439]"
1595,1954,"[1038745, 987838, 1026118, 1084036, 1019247]"
1596,1955,"[1053058, 1063739, 822073, 10150101, 980666]"
1597,1956,"[9676852, 970866, 1018151, 887661, 894627]"
1598,1957,"[9245108, 5592734, 5592232, 964520, 7025193]"
1599,1958,"[1004270, 840386, 7160231, 6703789, 10345155]"
1601,1960,"[1131382, 12810466, 1134161, 1014732, 849870]"
1602,1961,"[1031864, 928123, 937626, 1050741, 1114251]"
1603,1962,"[1094924, 1112825, 907957, 908575, 5572234]"
1604,1963,"[928754, 886996, 1082990, 843756, 1120928]"
1605,1964,"[862732, 920455, 925350, 858924, 870428]"
1606,1965,"[9881592, 9884484, 9881593, 892728, 882434]"
1607,1966,"[9670915, 5570685, 950271, 1125497, 988277]"
1608,1967,"[13190349, 9655242, 1120362, 926796, 9526448]"
1609,1968,"[9707137, 1090676, 1082212, 896085, 1084008]"
1610,1969,"[873964, 1065593, 1051757, 858999, 13190294]"
1611,1970,"[1072086, 7147145, 901460, 943522, 950894]"
1612,1971,"[1082212, 947316, 828278, 1131526, 5568072]"
1613,1972,"[916416, 1042702, 929018, 908283, 1139702]"
1614,1975,"[5574377, 1092588, 1108055, 1012913, 820301]"
1615,1976,"[1082990, 950615, 1074040, 903019, 831763]"
1617,1979,"[1018050, 848071, 895268, 987838, 900703]"
1618,1980,"[935993, 869388, 1071759, 877498, 834399]"
1619,1981,"[1082212, 7168383, 7442004, 1095970, 985605]"
1620,1982,"[1071759, 856335, 6979803, 1011504, 10142276]"
1621,1983,"[7166865, 7168026, 995276, 971660, 12384689]"
1623,1985,"[837969, 918018, 944938, 1130375, 9670830]"
1624,1986,"[1044895, 1054323, 1062001, 1084008, 819304]"
1625,1987,"[1075368, 6034857, 986912, 908531, 844179]"
1626,1988,"[5565392, 1069538, 974265, 1136341, 980353]"
1627,1989,"[898847, 906017, 1117143, 1089766, 851865]"
1628,1990,"[13007846, 1037332, 856942, 1064945, 874753]"
1629,1993,"[991951, 1137010, 1112825, 1002832, 1129609]"
1630,1994,"[1079482, 1019142, 1081533, 979523, 942475]"
1631,1995,"[9925966, 5566309, 1044188, 890490, 8181495]"
1632,1996,"[1099446, 1047076, 823775, 999613, 824193]"
1633,1997,"[1008675, 1010051, 1066685, 1073244, 991575]"
1634,1998,"[827683, 1050968, 928049, 1111072, 7433888]"
1635,1999,"[935968, 1016298, 834103, 987571, 5592990]"
1636,2000,"[1031083, 1128744, 844166, 1057749, 926905]"
1637,2001,"[862732, 1010190, 936914, 1033769, 1071759]"
1638,2002,"[927238, 991442, 1069039, 1011504, 1023226]"
1639,2003,"[10344585, 964853, 10345155, 978906, 867547]"
1640,2004,"[920002, 5565664, 9655212, 934399, 1039781]"
1641,2005,"[889649, 1013868, 12984227, 1019247, 968936]"
1642,2006,"[893501, 858743, 978313, 5574377, 1047076]"
1643,2007,"[9420314, 938687, 1092303, 947316, 1064574]"
1644,2008,"[941532, 865511, 1035386, 1065979, 936830]"
1645,2010,"[1038462, 1121656, 1053730, 948832, 9803819]"
1646,2011,"[893501, 916487, 930918, 914476, 973086]"
1647,2012,"[845193, 868645, 1119089, 6633224, 892500]"
1648,2014,"[1024858, 1031740, 1038462, 1094619, 841266]"
1649,2015,"[905436, 1044188, 6464208, 829802, 1054215]"
1651,2017,"[1131602, 13007986, 949529, 1081582, 978306]"
1652,2018,"[857130, 1054957, 1015296, 967041, 823031]"
1653,2019,"[849843, 883404, 1011300, 13213342, 968992]"
1654,2020,"[971949, 1093413, 900703, 832513, 953561]"
1655,2021,"[1019142, 6534077, 1103808, 1038462, 1013928]"
1656,2022,"[994223, 13073175, 971585, 959179, 7152889]"
1657,2023,"[1003699, 10344585, 920455, 5569374, 1057749]"
1658,2024,"[1033814, 9934800, 925854, 1108894, 1053988]"
1659,2025,"[894570, 906658, 979523, 887744, 891061]"
1661,2027,"[8249365, 1088771, 1116635, 896757, 1006664]"
1662,2028,"[895295, 882190, 13008321, 1070719, 1074283]"
1663,2029,"[938554, 892728, 871094, 1091926, 9523059]"
1664,2030,"[968936, 6533394, 1043068, 1055425, 13190349]"
1667,2033,"[1119089, 1046047, 852181, 920958, 1110126]"
1668,2034,"[12524323, 840386, 1075793, 991019, 867931]"
1669,2035,"[12731470, 998373, 972312, 873754, 1113415]"
1670,2036,"[919828, 1060408, 925854, 856435, 1053988]"
1671,2037,"[849843, 1069806, 12731467, 1103317, 824796]"
1672,2038,"[1082269, 1072438, 961730, 13871141, 839094]"
1674,2040,"[1085604, 1072086, 1100973, 1044188, 949030]"
1675,2041,"[1127716, 1008814, 917033, 835080, 7410304]"
1677,2043,"[1061220, 851101, 938139, 9881948, 8181495]"
1679,2047,"[1071759, 1082990, 1079223, 954110, 826571]"
1680,2048,"[6391137, 9881593, 13008321, 955403, 1028705]"
1681,2049,"[1128464, 915605, 956672, 1058021, 992985]"
1682,2050,"[1036486, 1075786, 1057749, 1077439, 1089108]"
1683,2053,"[9392700, 892998, 906017, 1091858, 840227]"
1684,2055,"[971836, 997309, 1011926, 980984, 987311]"
1685,2056,"[938139, 937626, 1125123, 997309, 1013503]"
1686,2057,"[1052729, 1048483, 1099905, 961620, 881154]"
1687,2058,"[14106445, 1011926, 1006342, 901776, 1116050]"
1689,2060,"[842783, 861445, 1110572, 993638, 996955]"
1691,2062,"[845109, 995230, 1120362, 923208, 1087386]"
1692,2063,"[961447, 915874, 1090676, 885290, 6904775]"
1693,2064,"[962199, 940510, 5571781, 9552761, 1006483]"
1694,2065,"[1031083, 8013544, 852015, 917760, 9881593]"
1695,2068,"[1086061, 919126, 8118764, 1018822, 901470]"
1696,2069,"[995852, 1076516, 955858, 864335, 1064443]"
1697,2070,"[834103, 934131, 928263, 922907, 826249]"
1698,2071,"[1129322, 918752, 843567, 841266, 995055]"
1699,2074,"[918771, 1057749, 1138487, 821845, 961851]"
1700,2075,"[1006483, 1097849, 949023, 1043663, 13512060]"
1701,2076,"[1018050, 1135578, 972191, 841478, 5566235]"
1702,2077,"[1131892, 1006188, 6391381, 1124201, 832001]"
1703,2078,"[8203451, 901976, 864335, 1029513, 982469]"
1704,2079,"[931996, 983016, 819840, 1025650, 13003100]"
1705,2080,"[1048483, 965543, 1077600, 1099905, 1013868]"
1706,2082,"[5581401, 882830, 928092, 12577242, 980984]"
1707,2083,"[7410248, 1124823, 862725, 831125, 911614]"
1708,2084,"[12692328, 1020156, 9652066, 899682, 852360]"
1709,2085,"[1082990, 983795, 13945244, 1027102, 997128]"
1710,2086,"[1073150, 1107553, 879755, 868764, 1015280]"
1711,2087,"[1023565, 859987, 6979516, 1037332, 826144]"
1712,2088,"[893501, 1065941, 1139142, 1077359, 867272]"
1713,2089,"[1126899, 5592990, 1036693, 855454, 923746]"
1714,2090,"[5576075, 845109, 9296804, 12524174, 983936]"
1715,2093,"[8090521, 849003, 1037840, 923673, 1075313]"
1716,2094,"[845091, 1012627, 949196, 880104, 1098435]"
1717,2095,"[5569135, 842423, 1044188, 852015, 1003838]"
1718,2097,"[6463710, 6391557, 6039859, 6979579, 1033769]"
1720,2100,"[1101174, 6463451, 990453, 1016800, 1005849]"
1721,2101,"[981760, 819978, 883003, 928049, 986912]"
1722,2102,"[1028473, 9419198, 1112824, 996009, 1135578]"
1723,2107,"[5995281, 14025461, 1018050, 990004, 1104349]"
1724,2108,"[6464126, 866118, 10344585, 6534074, 9469110]"
1725,2109,"[7146027, 983000, 1016377, 935993, 965701]"
1726,2110,"[8118764, 9245040, 8066803, 1018050, 854754]"
1727,2111,"[1033347, 1066252, 897953, 956400, 8090556]"
1728,2112,"[9707078, 1082212, 992946, 970861, 965530]"
1729,2113,"[948232, 828114, 1039781, 970941, 904813]"
1730,2114,"[1076954, 885592, 907099, 1047301, 847803]"
1731,2115,"[948086, 960858, 1024319, 999563, 937626]"
1732,2116,"[13654702, 986939, 1122547, 1045826, 1111786]"
1733,2117,"[877447, 900586, 9835619, 933060, 6534077]"
1734,2119,"[8292958, 849257, 1136341, 1019230, 9297150]"
1735,2120,"[1075368, 844165, 844179, 908531, 6034857]"
1736,2121,"[1057260, 13008321, 9526906, 1109014, 12384629]"
1737,2122,"[1133018, 845208, 1044078, 859075, 987562]"
1738,2123,"[10285454, 12188587, 10344725, 852793, 967476]"
1739,2124,"[6602697, 1096563, 12599601, 920900, 994223]"
1740,2125,"[997309, 1112824, 5581910, 1102928, 917646]"
1741,2126,"[868764, 1126711, 9670915, 962615, 857554]"
1742,2127,"[8205218, 5572828, 6919433, 873754, 1054644]"
1743,2129,"[849843, 1061220, 907892, 965821, 928751]"
1744,2130,"[969292, 912807, 909800, 9487497, 12731571]"
1745,2131,"[6904775, 6904666, 830203, 861445, 6904830]"
1746,2132,"[903800, 862682, 8249365, 5578547, 1037894]"
1747,2133,"[961003, 900842, 1019247, 13842088, 904105]"
1748,2134,"[892376, 1038985, 6039994, 981660, 9526448]"
1749,2136,"[10285303, 9707498, 1013528, 13906641, 938319]"
1750,2137,"[920844, 1082310, 845109, 13072944, 968936]"
1751,2138,"[1080677, 1050741, 1029513, 1025326, 1138292]"
1752,2139,"[824073, 893638, 1114605, 942166, 924978]"
1753,2140,"[1128244, 12171765, 5565322, 925350, 910964]"
1754,2141,"[977481, 9526628, 897671, 844462, 1114605]"
1755,2142,"[6704207, 1134292, 1066579, 923169, 13007518]"
1756,2144,"[15717057, 1038497, 832001, 925437, 12349795]"
1758,2146,"[898121, 973135, 849870, 957089, 1109192]"
1759,2147,"[906658, 1005274, 993379, 13007600, 1117690]"
1760,2148,"[1027808, 1128812, 943233, 950894, 932182]"
1761,2149,"[937626, 1018050, 13416117, 939681, 1114811]"
1762,2153,"[13841744, 901460, 1033769, 6464147, 1099905]"
1763,2154,"[6904666, 6533362, 6904775, 929726, 6904830]"
1764,2156,"[965889, 965982, 886481, 1074283, 12673354]"
1765,2158,"[926033, 902846, 929726, 1012913, 962991]"
1766,2159,"[1091158, 912280, 1038745, 1112754, 918098]"
1767,2160,"[953539, 12262830, 916122, 12262778, 9926758]"
1768,2161,"[958208, 976214, 858514, 1101653, 951176]"
1769,2162,"[15596112, 983078, 6395907, 847241, 1052294]"
1770,2165,"[1075368, 1053690, 1081177, 8090521, 844165]"
1771,2168,"[13671735, 983000, 929726, 1120928, 906309]"
1772,2170,"[7160764, 1076467, 972312, 1037840, 5590465]"
1773,2171,"[983078, 970861, 1106073, 974336, 927046]"
1774,2172,"[1101744, 906844, 916758, 983665, 909972]"
1775,2173,"[13842088, 1079528, 13842160, 5567428, 902362]"
1776,2174,"[842783, 1070076, 1089766, 6039859, 1068124]"
1778,2179,"[9831469, 9527174, 1020739, 1011427, 1069897]"
1779,2181,"[1110111, 12263339, 1034868, 12263463, 7409942]"
1780,2182,"[851508, 892500, 1066923, 1079820, 867709]"
1781,2183,"[1068957, 9670915, 962199, 911409, 914012]"
1782,2184,"[1073150, 981874, 824193, 1116253, 901067]"
1783,2185,"[820301, 5569376, 1071594, 862725, 1116596]"
1784,2186,"[1139702, 889774, 1075368, 907308, 1091383]"
1785,2187,"[8181028, 1038663, 13910669, 902659, 845196]"
1786,2188,"[1125601, 6978886, 7025047, 932949, 1109778]"
1787,2189,"[937626, 13841744, 834117, 1065979, 835973]"
1788,2190,"[7442091, 844759, 1031083, 919589, 1082947]"
1789,2192,"[906017, 929726, 854852, 848071, 1043663]"
1790,2193,"[889989, 870882, 1055425, 906658, 6919354]"
1791,2194,"[853448, 843111, 7169089, 1003649, 12384629]"
1792,2195,"[913046, 828114, 9925966, 874149, 836286]"
1793,2196,"[917381, 981591, 12731432, 12385477, 1019142]"
1794,2197,"[911470, 12385844, 954642, 1130777, 7168026]"
1795,2198,"[13842214, 863762, 9835619, 865026, 873044]"
1796,2199,"[1058021, 906658, 905436, 12673433, 1042356]"
1797,2200,"[6773232, 1039239, 9487885, 10204556, 1137507]"
1798,2203,"[994223, 972191, 917438, 882496, 10150013]"
1799,2204,"[907647, 10457128, 820923, 901976, 13007600]"
1800,2206,"[941472, 908318, 971949, 873902, 5564303]"
1801,2207,"[911311, 889649, 9297062, 856553, 1095587]"
1802,2208,"[5581910, 923670, 9526628, 1031740, 964853]"
1803,2209,"[13213015, 5580525, 1009732, 12577242, 1057315]"
1805,2211,"[1126045, 13073050, 1066923, 903443, 13073133]"
1806,2213,"[1125497, 1134473, 929893, 1000148, 1049735]"
1807,2214,"[962615, 1082212, 943233, 1104343, 956200]"
1808,2215,"[1018050, 1112205, 1025650, 828557, 1053403]"
1809,2216,"[997979, 1072523, 1070820, 916993, 12324841]"
1810,2217,"[830973, 843929, 865718, 996795, 1092588]"
1811,2218,"[935968, 873964, 1048383, 871514, 1088683]"
1813,2221,"[1120261, 6533368, 7409975, 7410321, 1022340]"
1814,2222,"[1005849, 9297371, 933918, 937043, 917033]"
1815,2223,"[1011300, 1110572, 1135868, 9834988, 834103]"
1816,2224,"[996009, 923670, 1038985, 868764, 1100273]"
1817,2225,"[856345, 873887, 991874, 8119129, 992150]"
1818,2226,"[925854, 12524323, 9707137, 1116050, 8119129]"
1819,2227,"[1102416, 917033, 1013999, 1107553, 852235]"
1820,2229,"[880427, 1127716, 835595, 5569098, 965772]"
1821,2230,"[855138, 847207, 1130729, 936889, 988235]"
1822,2231,"[9526906, 1111129, 885356, 825208, 1062854]"
1823,2232,"[893042, 868764, 834396, 986869, 858711]"
1824,2233,"[8013899, 1117219, 910207, 8203451, 947211]"
1825,2234,"[854754, 997309, 1007259, 961620, 915493]"
1826,2235,"[995852, 981374, 1075793, 926065, 918345]"
1827,2236,"[1111129, 919766, 1079878, 941515, 1037894]"
1828,2237,"[959985, 942817, 934427, 1051626, 950894]"
1829,2238,"[889362, 963517, 971983, 6391080, 947875]"
1830,2240,"[1044188, 951561, 1048299, 910161, 1080581]"
1831,2241,"[1125530, 9858936, 1020962, 945652, 5568758]"
1832,2242,"[1049922, 1037840, 9446069, 894627, 961846]"
1833,2243,"[903529, 906026, 1012052, 6979220, 901776]"
1834,2244,"[837107, 1108131, 1084597, 1015805, 1112754]"
1835,2245,"[1082310, 1039239, 1017195, 6423786, 923208]"
1836,2247,"[1065538, 1115069, 841236, 6904830, 923314]"
1837,2248,"[858999, 6979415, 976214, 1106013, 986727]"
1838,2250,"[1033769, 985911, 1125219, 1048483, 1090507]"
1839,2251,"[833940, 1039781, 970866, 1031083, 1082454]"
1840,2252,"[1058021, 1031065, 1076516, 13213207, 1005173]"
1842,2256,"[1056775, 866355, 862070, 7433029, 862799]"
1843,2257,"[1104349, 9420312, 1106116, 995242, 1065593]"
1845,2260,"[13842214, 5568758, 855138, 1069003, 882604]"
1846,2261,"[1037840, 963686, 1061220, 926905, 1025326]"
1847,2262,"[1019247, 6773232, 6391080, 15926927, 917427]"
1848,2263,"[849843, 920367, 1061220, 901776, 842783]"
1849,2264,"[9705603, 9265288, 10457044, 1002178, 5566472]"
1850,2266,"[923789, 1027208, 929893, 1007746, 850676]"
1851,2267,"[907392, 881047, 8019977, 1091901, 1071277]"
1853,2269,"[1106064, 1031740, 936117, 855626, 987571]"
1854,2270,"[892500, 1082947, 1136654, 1068258, 1015296]"
1855,2272,"[827656, 953539, 15596112, 840227, 883665]"
1856,2273,"[880427, 998373, 6979089, 934948, 9296804]"
1857,2274,"[839208, 1009449, 843111, 920191, 1091158]"
1858,2275,"[998008, 951971, 889362, 969039, 1007414]"
1859,2276,"[6979753, 1054539, 12524439, 905942, 995852]"
1860,2277,"[826666, 6704207, 1080677, 965009, 1068124]"
1861,2278,"[913459, 1006906, 6633342, 1049372, 907647]"
1862,2279,"[849697, 10456467, 825176, 976864, 13008321]"
1863,2280,"[1082990, 1093603, 1097635, 9676852, 1120970]"
1864,2281,"[6534077, 13213082, 951164, 888233, 1133191]"
1865,2282,"[833724, 862732, 887219, 895268, 1019643]"
1866,2283,"[1011427, 949742, 1112205, 1125141, 1010870]"
1867,2284,"[889989, 1044259, 1048257, 8249443, 12330794]"
1868,2285,"[13115626, 9707461, 8118591, 7143963, 8249440]"
1869,2286,"[12263364, 1058021, 956672, 7166865, 983572]"
1870,2287,"[849870, 13008065, 934369, 1137100, 980943]"
1871,2288,"[861445, 9338009, 966005, 988914, 9483753]"
1872,2289,"[834396, 984680, 1021225, 13910669, 9527187]"
1873,2290,"[844759, 827656, 1037840, 9527323, 1012307]"
1874,2291,"[1138189, 962588, 1134522, 12523928, 9677202]"
1875,2292,"[1076875, 894627, 13512240, 1128464, 987571]"
1876,2294,"[992985, 909800, 7410017, 926065, 999971]"
1877,2295,"[6533681, 1031065, 1051626, 845109, 1045826]"
1878,2296,"[9245108, 988421, 961458, 982755, 888111]"
1879,2297,"[1009449, 12731544, 1041259, 825749, 1079987]"
1880,2298,"[821741, 929768, 966348, 1093730, 9469110]"
1881,2299,"[6602697, 943393, 891426, 981716, 819304]"
1882,2300,"[850562, 1119993, 835558, 889989, 1088683]"
1883,2301,"[1057749, 13158064, 1039126, 8090519, 1080677]"
1884,2302,"[954110, 945627, 949510, 1000736, 1037892]"
1885,2303,"[1033545, 974265, 922753, 975633, 12757280]"
1886,2305,"[919589, 926796, 825208, 1069039, 923314]"
1887,2307,"[13190240, 1049735, 8359154, 856790, 1007148]"
1889,2309,"[951590, 1068719, 1126899, 1110244, 843756]"
1890,2310,"[6979089, 857130, 1009821, 1093603, 936914]"
1891,2312,"[5572828, 874149, 1101437, 6919433, 12984227]"
1892,2313,"[981760, 929433, 951590, 898510, 1036699]"
1893,2314,"[1109014, 1048257, 9296836, 928092, 995895]"
1894,2317,"[866828, 906658, 1001680, 1012627, 1043971]"
1895,2319,"[908145, 9803819, 1101174, 820923, 880050]"
1896,2321,"[981760, 986912, 827683, 844179, 1044078]"
1897,2322,"[13417954, 1044259, 856345, 907957, 888463]"
1898,2323,"[7025114, 895295, 6039586, 9832514, 904236]"
1899,2324,"[938118, 967760, 1057260, 1012913, 899682]"
1900,2326,"[983936, 907128, 6979427, 1039781, 1112754]"
1901,2328,"[1082990, 929373, 9420159, 988202, 9859111]"
1902,2330,"[925854, 1053988, 1047301, 1096548, 1054539]"
1903,2331,"[988208, 881708, 1120213, 844166, 925364]"
1904,2332,"[860248, 5568758, 1076842, 981760, 1058997]"
1905,2333,"[923746, 983584, 859237, 981760, 839094]"
1906,2334,"[1036501, 1102416, 892573, 906335, 5566800]"
1907,2335,"[1089705, 834396, 1073150, 1093603, 953104]"
1908,2336,"[1023226, 955774, 938139, 10344971, 878445]"
1909,2337,"[1015539, 1067695, 894439, 938139, 1097001]"
1910,2338,"[1072086, 824073, 5576075, 1033814, 1139782]"
1912,2341,"[869900, 1098284, 1110975, 907625, 896757]"
1913,2342,"[866548, 7166865, 1016800, 1070898, 991442]"
1914,2343,"[980984, 845975, 1065331, 1033062, 853235]"
1915,2344,"[839438, 980263, 1013291, 847066, 906309]"
1916,2345,"[888111, 1054215, 1029737, 820895, 8205218]"
1917,2346,"[978343, 1029272, 916993, 5565784, 869252]"
1918,2347,"[9527257, 821741, 845914, 1057749, 1107538]"
1919,2348,"[999971, 962229, 10345155, 845208, 822646]"
1920,2349,"[7409918, 836085, 845193, 13213475, 6533681]"
1922,2351,"[821083, 1048727, 843464, 825703, 5592427]"
1923,2352,"[9803819, 8118764, 8205577, 845163, 864137]"
1924,2353,"[1056509, 1047769, 866355, 981760, 5563693]"
1925,2354,"[8019649, 954778, 825118, 13003101, 8019977]"
1926,2355,"[1126899, 1121393, 995242, 1133018, 1070820]"
1927,2357,"[9575582, 1133018, 835243, 7166861, 9707498]"
1928,2358,"[1009449, 8011291, 1117690, 841266, 989157]"
1929,2359,"[879755, 1037894, 991951, 938554, 6534544]"
1930,2360,"[889649, 869728, 6534552, 1077540, 1139960]"
1931,2361,"[865511, 915459, 1138487, 1057011, 1095068]"
